genre_id,genre,artists
Q106562392,country boogie,Arthur Smith | Merrill Moore | Moon Mullican | Tennessee Ernie Ford | The Delmore Brothers
Q3696098,country yodel,Elton Britt | Jimmie Rodgers | Kenny Roberts | Patsy Montana | Slim Whitman | Wilf Carter
Q7847156,truck-driving country,C. W. McCall | Dave Dudley | Dick Curless | Red Simpson | Red Sovine
Q1425111,western music,Gene Autry | Marty Robbins | Michael Martin Murphey | Rex Allen | Riders in the Sky | Roy Rogers | Sons of the Pioneers | Tex Ritter
Q9759,blues,B.B. King | Bessie Smith | Charley Patton | Howlin' Wolf | John Lee Hooker | Lead Belly | Muddy Waters | Robert Johnson
Q212952,boogie-woogie,Albert Ammons | Cow Cow Davenport | Jimmy Yancey | Meade Lux Lewis | Pete Johnson | Pinetop Smith
Q1309336,classic female blues,Alberta Hunter | Bessie Smith | Ethel Waters | Ida Cox | Ma Rainey | Mamie Smith | Sippie Wallace | Victoria Spivey
Q1271752,Texas blues,Albert Collins | Blind Lemon Jefferson | Freddie King | Johnny Winter | Lightnin' Hopkins | Mance Lipscomb | Stevie Ray Vaughan | T-Bone Walker
Q98528141,acoustic Texas blues,Blind Lemon Jefferson | Blind Willie Johnson | Henry Thomas | Lead Belly | Lightnin' Hopkins | Mance Lipscomb | Texas Alexander
Q649823,country blues,Blind Lemon Jefferson | Blind Willie McTell | Charley Patton | Lead Belly | Mississippi John Hurt | Robert Johnson | Skip James | Son House
Q1127539,Delta blues,Big Joe Williams | Bukka White | Charley Patton | Robert Johnson | Skip James | Son House | Tommy Johnson
Q5762403,hill country blues,Jessie Mae Hemphill | Junior Kimbrough | Mississippi Fred McDowell | North Mississippi Allstars | Othar Turner | R. L. Burnside
Q1109497,Piedmont blues,Blind Blake | Blind Boy Fuller | Blind Willie McTell | Elizabeth Cotten | Etta Baker | John Cephas | Reverend Gary Davis | Sonny Terry & Brownie McGhee
Q1515757,jump blues,Amos Milburn | Big Jay McNeely | Big Joe Turner | Joe Liggins | Louis Jordan | Roy Brown | Roy Milton | Wynonie Harris
Q640097,electric blues,Albert King | B.B. King | Buddy Guy | Elmore James | Howlin' Wolf | Muddy Waters | Stevie Ray Vaughan | T-Bone Walker
Q1071873,Chicago blues,Buddy Guy | Howlin' Wolf | Jimmy Reed | Little Walter | Magic Sam | Muddy Waters | Otis Rush | Willie Dixon
Q534606,swamp blues,Lazy Lester | Lightnin' Slim | Lonesome Sundown | Silas Hogan | Slim Harpo
Q918542,British blues,Blues Incorporated | Chicken Shack | Cream | Fleetwood Mac | John Mayall & the Bluesbreakers | Savoy Brown | Ten Years After
Q98528142,electric Texas blues,"Albert Collins | Clarence ""Gatemouth"" Brown | Freddie King | Johnny Copeland | Johnny Winter | Stevie Ray Vaughan | T-Bone Walker | The Fabulous Thunderbirds"
Q65937937,modern blues,Buddy Guy | Gary Clark Jr. | Joe Bonamassa | Kenny Wayne Shepherd | Robert Cray | Stevie Ray Vaughan
Q2603965,piano blues,Champion Jack Dupree | Leroy Carr | Memphis Slim | Otis Spann | Pinetop Perkins | Professor Longhair | Roosevelt Sykes | Sunnyland Slim
Q515074,Louisiana blues,Guitar Slim | Lazy Lester | Lightnin' Slim | Lonesome Sundown | Professor Longhair | Slim Harpo
Q516568,New Orleans blues,Champion Jack Dupree | Earl King | Guitar Slim | Professor Longhair | Smiley Lewis | Snooks Eaglin
Q2521569,soul blues,"Bobby ""Blue"" Bland | Denise LaSalle | Johnnie Taylor | Latimore | Little Milton | O. V. Wright | Z. Z. Hill"
Q65936357,acoustic blues,Keb' Mo' | Lead Belly | Mississippi John Hurt | Reverend Gary Davis | Robert Johnson | Son House | Taj Mahal
Q106641530,acoustic Chicago blues,Big Bill Broonzy | Memphis Minnie | Tampa Red | Washboard Sam
Q2907328,African blues,Ali Farka Touré | Boubacar Traoré | Vieux Farka Touré
Q7800608,desert blues,Bombino | Mdou Moctar | Tamikrest | Terakaft | Tinariwen
Q5447390,fife and drum blues,Napoleon Strickland | Othar Turner | Sid Hemphill
Q1075338,jug band,Cannon's Jug Stompers | Jim Kweskin Jug Band | Memphis Jug Band | The Dixieland Jug Blowers | Whistler's Jug Band
Q9794,reggae,Bob Marley and the Wailers | Burning Spear | Dennis Brown | Gregory Isaacs | Jimmy Cliff | Peter Tosh | Steel Pulse | Toots and the Maytals
Q1262697,mento,Count Lasher | Lord Flea | Stanley Beckford | The Jolly Boys
Q54365,ska,Desmond Dekker | Madness | Millie Small | Prince Buster | The Mighty Mighty Bosstones | The Selecter | The Skatalites | The Specials
Q108807661,Jamaican ska,Byron Lee and the Dragonaires | Derrick Morgan | Desmond Dekker | Laurel Aitken | Millie Small | Prince Buster | The Skatalites | Toots and the Maytals
Q209498,2 tone,Bad Manners | Madness | The Beat | The Bodysnatchers | The Selecter | The Specials
Q7580152,spouge,Jackie Opel
Q3990466,third wave ska,Less Than Jake | No Doubt | Operation Ivy | Reel Big Fish | Save Ferris | Streetlight Manifesto | Sublime | The Mighty Mighty Bosstones
Q212688,dub music,"Augustus Pablo | King Jammy | King Tubby | Lee ""Scratch"" Perry | Mad Professor | Scientist"
Q108107635,novo dub,Brain Damage | High Tone | Kaly Live Dub | Zenzile
Q1277532,early reggae,Dave and Ansell Collins | Desmond Dekker | Harry J Allstars | Jimmy Cliff | Symarip | The Pioneers | The Upsetters | Toots and the Maytals
Q573484,rocksteady,Alton Ellis | Hopeton Lewis | Ken Boothe | Phyllis Dillon | The Heptones | The Melodians | The Paragons | The Techniques
Q3931695,gospel reggae,
Q1299260,roots reggae,Black Uhuru | Bob Marley and the Wailers | Burning Spear | Culture | Israel Vibration | Steel Pulse | The Abyssinians | The Congos
Q1113204,dub poetry,Benjamin Zephaniah | Jean Binta Breeze | Linton Kwesi Johnson | Mutabaruka | Oku Onuora
Q474027,dancehall,Beenie Man | Bounty Killer | Buju Banton | Sean Paul | Shabba Ranks | Super Cat | Vybz Kartel | Yellowman
Q740911,ragga,Bounty Killer | Buju Banton | Capleton | Cutty Ranks | Ninjaman | Shabba Ranks | Super Cat | Tiger
Q116192789,gommance,
Q109653544,shatta,
Q137441533,trap dancehall,
Q121285291,zess,
Q1872505,lovers rock,Carroll Thompson | Dennis Bovell | Janet Kay | Louisa Mark | Maxi Priest | Sugar Minott
Q7122786,Pacific reggae,Common Kings | Fiji | Herbs | J Boog | Katchafire | Kora
Q136537479,jawaiian,Ekolu | Fiji | Kolohe Kai | Three Plus
Q3192617,kaneka,
Q3477737,seggae,Kaya
Q98528252,deejay,Big Youth | Dennis Alcapone | Dillinger | I-Roy | Prince Far I | U-Roy | Yellowman
